S.n,Product Name,Price,Discount,Discount Price,Retail Price,Brand,Image,Category,Review Rating
1888,Joyroom Wireless Bluetooth Headphones  (JR-HL2),5899,13,766.87,6665.87,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1889,Joyroom True Wireless Earbuds (TL6),4249,13,552.37,4801.37,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.5
1890,Joyroom TWS Earbuds (JR-T10),5499,13,714.87,6213.87,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1891,Joyroom TWS Wireless Earbuds (T13),4799,13,623.87,5422.87,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.6
1892,Letscom TWS Earbuds D32,2249,13,292.37,2541.37,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.6
1893,Letscom TWS Earbuds T18,3249,13,422.37,3671.37,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.7
1894,LOGIN Gaming Earbuds (LT-BT50),3649,9,328.41,3977.41,login,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.5
1895,LOGIN Wireless Charging Airpods (LT-WB3),2549,15,382.35,2931.35,login,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.5
1896,LOGIN Gamers Earbuds (LT-GB10),2049,15,307.35,2356.35,login,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.9
1897,LOGIN Gamers Earbuds (LT-GB20),2899,15,434.85,3333.85,login,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.9
1898,LOGIN Wireless Charging Airpods (LT-WB5),3849,15,577.35,4426.35,login,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.5
1899,Mibro M1 TWS ENC Al-Noise Cancellation Earbuds,5499,15,824.85,6323.85,mibro,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.2
1900,Mibro Earbuds S1,4899,11,538.89,5437.89,mibro,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.3
1901,Mibro Earbuds 2,4599,11,505.89,5104.89,mibro,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.9
1902,MONSTER AIRMARS XKT02 True Wireless Bluetooth Earphones,3749,17,637.33,4386.33,monster,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,5
1903,Mpow M12 Wireless Earbuds,3699,43,1590.57,5289.57,mpow,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.3
1904,Mpow M7 True Wireless Earbuds,5999,43,2579.57,8578.57,mpow,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.2
1905,Nokia Pro True Wireless Earphones P3802A,7249,15,1087.35,8336.35,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.9
1906,Nokia Power Earbuds Lite,3499,15,524.85,4023.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.6
1907,Nokia Essential True Wireless Earphones E3110,4499,15,674.85,5173.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.8
1908,OnePlus Wireless Buds Z,11199,15,1679.85,12878.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.7
1909,OnePlus Wireless Buds Z2,13299,15,1994.85,15293.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.3
1910,OnePlus Nord Buds True Wireless Earbuds,10699,15,1604.85,12303.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.8
1911,OnePlus Buds Pro 2,31699,15,4754.85,36453.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.9
1912,OPPO Enco W31 Wireless Earbuds,7699,15,1154.85,8853.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1913,OPPO Enco W51 True Wireless Headphones,8999,15,1349.85,10348.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.6
1914,Oppo Enco Air,8599,15,1289.85,9888.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1915,OPPO Enco Free Wireless Earbuds,14799,15,2219.85,17018.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.7
1916,Oppo Enco Wireless EarBuds,4699,15,704.85,5403.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3
1917,OPPO Enco W11 Wireless Earbuds,5099,15,764.85,5863.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1918,Oppo Enco M31,5899,15,884.85,6783.85,nokia,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.6
1919,Oraimo Roll Wireless Earbuds,3299,27,890.73,4189.73,oraimo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.1
1920,Oraimo FreePods 3,5999,27,1619.73,7618.73,oraimo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.8
1921,Oraimo FreePods Pro,13999,27,3779.73,17778.73,oraimo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.5
1922,Oraimo Riff Wireless Earbuds,3999,27,1079.73,5078.73,oraimo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.6
1923,Oraimo Shark 2 Wireless Neckband (OEB-E59D),2999,27,809.73,3808.73,oraimo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.3
1924,Oraimo Wireless Neckband 3 Lite (OEB-E75D),3799,27,1025.73,4824.73,oraimo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.8
1925,QCY HT05 Wireless Earbuds,7399,13,961.87,8360.87,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.9
1926,QCY ArcBuds Lite ENC Wireless Earbuds,3799,31,1177.69,4976.69,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3
1927,QCY T1C TWS Bluetooth Earphones,3399,15,509.85,3908.85,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.9
1928,QCY T18 MeloBuds,6899,27,1862.73,8761.73,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.7
1929,QCY T13X Tws Earbuds Bluetooth Earphone,5299,34,1801.66,7100.66,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.7
1930,QCY T13 ANC Wireless Earphones,5299,24,1271.76,6570.76,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.5
1931,QCY T5 True Wireless Earbuds,4199,7,293.93,4492.93,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.7
1932,QCY T7 True Wireless Earbuds,3549,11,390.39,3939.39,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,5
1933,QCY T2C Wireless Earbuds,3999,11,439.89,4438.89,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.1
1934,QCY T1X TWS Earbuds,3349,11,368.39,3717.39,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.7
1935,QCY T13 Wireless Earphones,4299,11,472.89,4771.89,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.8
1936,QCY T17 Wireless Earbuds,3999,11,439.89,4438.89,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.3
1937,QCY T11 Wireless Earbuds,4999,11,549.89,5548.89,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.5
1938,QCY T19 Wireless Earphones,5099,11,560.89,5659.89,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.8
1939,QCY HT03 ANC Earbuds,7199,11,791.89,7990.89,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.7
1940,QCY T10 Wireless Earbuds,4799,11,527.89,5326.89,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.9
1941,QCY M18 Wireless Earbuds,3099,11,340.89,3439.89,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.3
1942,QCY G1 Wireless Earbuds,7099,11,780.89,7879.89,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1943,QCY T17S Wireless Earphones,6199,11,681.89,6880.89,qcy,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.8
1944,Realme T100 Wireless Earbuds,5599,37,2071.63,7670.63,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.7
1945,Realme Buds Q2s,6649,11,731.39,7380.39,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.9
1946,Realme Buds Air 2 Neo,4399,20,879.8,5278.8,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.5
1947,Realme Buds Air 2,11499,23,2644.77,14143.77,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.6
1948,Realme Buds Air Pro,8399,30,2519.7,10918.7,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.1
1949,Realme Buds Q,4799,30,1439.7,6238.7,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.7
1950,Realme Dizo Gopods D (DA-2002),3999,30,1199.7,5198.7,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.6
1951,Realme air 3s Wireless Earbuds,9999,30,2999.7,12998.7,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.7
1952,Realme Buds Q2,5699,30,1709.7,7408.7,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.6
1953,Realme Buds Air Neo,7499,30,2249.7,9748.7,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.8
1954,Realme Buds Wireless Pro,11399,30,3419.7,14818.7,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.2
1955,Realme Buds Wireless,5599,30,1679.7,7278.7,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.9
1956,Realme Air 3 NEO Wireless Earbuds,8999,30,2699.7,11698.7,realme,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.9
1957,Riversong Air X3 Wireless Handsfree,3099,16,495.84,3594.84,riversong,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.5
1958,Riversong C02 Wireless Neck Band,1799,16,287.84,2086.84,riversong,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.7
1959,Riversong C01 Wireless Neck Band,1799,16,287.84,2086.84,riversong,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.1
1960,Samsung Galaxy Buds 2 Pro,31499,21,6614.79,38113.79,samsung,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.3
1961,Samsung Buds Live,16999,23,3909.77,20908.77,samsung,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.6
1962,Samsung Galaxy Buds 2,18499,16,2959.84,21458.84,samsung,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.4
1963,Samsung Galaxy Buds FE,22999,23,5289.77,28288.77,samsung,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.9
1964,Samsung Galaxy Buds Pro,28499,23,6554.77,35053.77,samsung,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.6
1965,Sony WF-1000XM5 Wireless Noise Cancelling Earbuds,63999,9,5759.91,69758.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.9
1966,Sony Wireless Noise Cancelling Headphones WH-1000XM4,59999,9,5399.91,65398.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.7
1967,Sony Truly Wireless Headphones WF-C500,20999,9,1889.91,22888.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.7
1968,Sony Wf-1000XM4  Wireless Noise Cancelling Headphones,48499,9,4364.91,52863.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.2
1969,Sony Headphones WH-XB700,18999,9,1709.91,20708.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.5
1970,Sony Headphones WH-XB910N,37999,9,3419.91,41418.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.9
1971,Sony Headphones WI-XB400,15999,9,1439.91,17438.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1972,Sony Wireless Headphones WI-C400,9499,9,854.91,10353.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.3
1973,Sony Headphones WI-C200,5999,9,539.91,6538.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.5
1974,Sony Headphones WI-C310,6999,9,629.91,7628.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.6
1975,Sony Headphones WI-SP510,14999,9,1349.91,16348.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.9
1976,Sony Wireless Headphones WH-CH510,8699,9,782.91,9481.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.2
1977,Sony Headphones WH-XB900N,29699,9,2672.91,32371.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.6
1978,Sony Earbuds WF-1000XM3,27999,9,2519.91,30518.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.8
1979,Sony Truly Wireless WF-XB700,22000,9,1980,23980,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.8
1980,Sony Wireless Noise Cancelling Headphone WH-CH710N,25000,9,2250,27250,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.4
1981,In-Ear Headphone with Mic MDR-XB55AP,9000,9,810,9810,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.7
1982,Overhead Headphone with Mic MDR-ZX310AP,7500,9,675,8175,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.7
1983,Sony RF Wireless Headphones MDR-RF895RK,15000,9,1350,16350,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.6
1984,Space True Wireless Earphones,3999,9,359.91,4358.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1985,Freedom True Wireless Earbuds (FD-21),3499,9,314.91,3813.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.9
1986,Space Pulse Wireless Active Earphones,1999,9,179.91,2178.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1987,Space Freedom True Wireless Earphones Series,4849,9,436.41,5285.41,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1988,Tecno Hipods-H3 Wireless Earbuds,6999,9,629.91,7628.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.9
1989,Tecno Wireless Earbuds (Hipods-H2),1999,9,179.91,2178.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4
1990,Tecno Wireless Earbuds Ace (A3),1999,9,179.91,2178.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1991,Tecno BD03 B TWS Earphone,4199,9,377.91,4576.91,sony,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.7
1992,Tronsmart Encore S2 Plus Sport Headphones,6899,14,965.86,7864.86,tronsmart,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.9
1993,Tronsmart Onyx Apex Earbuds,8499,14,1189.86,9688.86,tronsmart,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,5
1994,Tronsmart Onyx Prime Bluetooth Earbuds,9699,14,1357.86,11056.86,tronsmart,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.9
1995,Tronsmart Apollo Bold True Wireless Earbuds,14899,14,2085.86,16984.86,tronsmart,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3
1996,Tronsmart Onyx ace Earbuds,5999,14,839.86,6838.86,tronsmart,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.3
1997,Tronsmart Ace Pro Wireless Earbuds,5999,14,839.86,6838.86,tronsmart,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.7
1998,Tronsmart Onyx Free True Wireless Bluetooth Earphones,6499,14,909.86,7408.86,tronsmart,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1999,Tronsmart Apollo Hybrid Active Noise Cancelling Headset (Q10),9599,14,1343.86,10942.86,tronsmart,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.6
2000,XO G17 ANC+ENC Noise Canceling Wireless Earbuds,4249,15,637.35,4886.35,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.6
2001,XO X24 TWS Bluetooth Wireless Earbuds,2899,28,811.72,3710.72,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.6
2002,XO BE36 Portable Wireless Bluetooth Headphones,4399,28,1231.72,5630.72,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.7
2003,XO X13 Magic Ring TWS Bluetooth Earbuds,3199,20,639.8,3838.8,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.1
2004,XO X17 Space Bluetooth Earbuds,3349,26,870.74,4219.74,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.2
2005,XO X20 Square Ring TWS Bluetooth Earbuds,2719,22,598.18,3317.18,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
2006,XO G8 ENC Noise Canceling Wireless Earbuds,3599,35,1259.65,4858.65,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.4
2007,XO BE41 ANC Noise Reduction Bluetooth Headset,5199,20,1039.8,6238.8,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.2
2008,XO G11 Sword Rain Gaming TWS Bluetooth Earbuds,4999,17,849.83,5848.83,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.5
2009,XO X19 Ark Digital Display TWS Bluetooth Earbuds,2899,17,492.83,3391.83,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.8
2010,XO BE18 Portable Wireless Bluetooth Headset,4199,16,671.84,4870.84,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.4
2011,XO BE35 Portable Wireless Bluetooth Headset,3299,27,890.73,4189.73,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.7
2012,XO BE22 Wireless Bluetooth headphones,3899,22,857.78,4756.78,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.2
2013,XO G3 Senmai Wireless Earbuds,3949,21,829.29,4778.29,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.9
2014,XO X7 Wireless Earbuds,3649,19,693.31,4342.31,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.9
2015,XO X15 Soundwave Sports TWS Bluetooth Earbuds,3599,20,719.8,4318.8,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.5
2016,XO G9 Chime ENC Wireless Earbuds,4499,18,809.82,5308.82,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
2017,XO BE40 ANC Noise Cancelling Bluetooth Headset,6399,25,1599.75,7998.75,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.1
2018,XO X23 TWS Bluetooth Earbuds,2099,25,524.75,2623.75,xo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.5
2019,Yookie High Quality Stereo Earbuds (ES21),1999,33,659.67,2658.67,yookie,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.7
2020,Yookie YB8 Headset,3499,33,1154.67,4653.67,yookie,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.8
2021,TAAR Nova Micro USB Cable,499,27,134.73,633.73,taar,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,4.4
2022,TAAR Charge Up Micro USB Cable,399,34,135.66,534.66,taar,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,4
2023,Aukey Type-C Charging Cable (CB-AKC2),2199,21,461.79,2660.79,aukey,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,4.1
2024,Aukey 90° Lightning Cable (CB-BAL6),2449,18,440.82,2889.82,aukey,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,3.7
2025,Tronsmart Lightning Cable (LTA14),1799,0,0,1799,tronsmart,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,3
2026,TAAR NovaTYPE-C Cable,549,24,131.76,680.76,taar,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,3.6
2027,LOGIN IOS 40w Support Data Cable With Led Indication (LT-212),799,20,159.8,958.8,login,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,4.8
2028,LOGIN Micro 2.4A Metal Data Cable (LT-D3),449,47,211.03,660.03,login,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,3.7
2029,LOGIN Micro 2.1A Data Cable (LT-D2),499,44,219.56,718.56,login,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,4.6
2030,HOTTU 20W PD Fast Charging Data Cable (CTL12),999,17,169.83,1168.83,hottu,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,2.8
2031,HOTTU Lightning 2.4A Super Fast Charging Data Cable (SF10),399,43,171.57,570.57,hottu,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,4
2032,Joyroom Type-C to Lightning PD Fast Charging Cable (S-M430),1749,20,349.8,2098.8,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,mobile-cables,4.2
2033,Joyroom Iwatch Magnetic Wireless Charger (S-IW002S),2649,24,635.76,3284.76,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,3.6
2034,Joyroom Iwatch Magnetic Wireless Charger (S-IW001S),2149,28,601.72,2750.72,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,2.9
2035,Joyroom Iwatch Magnetic Wireless Charger (S-IW003S),1999,20,399.8,2398.8,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,4.1
2036,Samsung Wireless Charger Pad (P1300),4499,20,899.8,5398.8,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,3.1
2037,Aukey 3 in 1 AirCore Wireless Charging Station Stand Charging Dock (LC-A3),7899,20,1579.8,9478.8,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,4.3
2038,Galaxy SmartTag,3999,20,799.8,4798.8,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,4.4
2039,Baseus Simple 2in1 Wireless Charger (18W),3599,20,719.8,4318.8,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,3.1
2040,Baseus UFO Desktop Wireless Charger,2099,20,419.8,2518.8,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,2.9
2041,MI Wireless Charging Stand (20W),4249,20,849.8,5098.8,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,3.2
2042,Baseus Planet 2 in 1 Wireless Charger (10W),3599,20,719.8,4318.8,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,4
2043,Joyroom 15W Square Wireless Charger (JR-A23),3299,20,659.8,3958.8,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,2.7
2044,Baseus Cobble Wireless Charger (15W),2699,20,539.8,3238.8,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,wireless-chargers,3
2045,Airox Fast Charging Adapter AD-21 25W,1299,35,454.65,1753.65,airox,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,4.4
2046,XO USB Type C Fast Charger CE06 30W,2199,27,593.73,2792.73,xo,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,2.8
2047,XO USB Type C Fast Charger CE07 35W,2699,33,890.67,3589.67,xo,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,3.1
2048,Airox PD03 30 Watt Super Fast Charging PD Adapter,1299,24,311.76,1610.76,airox,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,3.9
2049,Airox PD02 20 Watt Fast Charging Adapter,999,17,169.83,1168.83,airox,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,2.7
2050,Samsung 65W 3 Pin Power Adapter Trio,10999,4,439.96,11438.96,samsung,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,3.4
2051,Ronin Efficient Charger R-615 (Micro Usb Cable),849,0,0,849,ronin,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,3.8
2052,Anker PowerPort II IQ with 2PIQ Ports (12W),4399,12,527.88,4926.88,anker,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,3.7
2053,Airox Fast PD Adapter with Type-C to iPhone Cable (AD-04),1199,20,239.8,1438.8,airox,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,4.5
2054,Aspor A851 EU Charger Adapter 65W,3949,12,473.88,4422.88,aspor,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,2.9
2055,Login LT-22 Type C 2.4 A Smart Charger,999,23,229.77,1228.77,login,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,3.4
2056,Airox 20W Fast Wall Charger with Type C Cable (AD-15),799,43,343.57,1142.57,airox,https://static.priceoye.pk/images/product-placeholder.svg,mobile-chargers,4.4
2057,XO CC49 Dual USB 2.4A Fast Car Charger,899,40,359.6,1258.6,xo,https://static.priceoye.pk/images/product-placeholder.svg,mobile-car-chargers,4.2
2058,XO CC52 Metal Smart Dual USB  Fast Car Charger,1199,20,239.8,1438.8,xo,https://static.priceoye.pk/images/product-placeholder.svg,mobile-car-chargers,3.3
2059,Joyroom JR-CL20 57W 4 in 1 Car Charger,5249,13,682.37,5931.37,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,mobile-car-chargers,3.7
2060,HOTTU 3.4A Max Fast Speed Car Charger (CC01),1049,12,125.88,1174.88,hottu,https://static.priceoye.pk/images/product-placeholder.svg,mobile-car-chargers,3.2
2061,Airox CA04 PD Car Charger QC,699,53,370.47,1069.47,airox,https://static.priceoye.pk/images/product-placeholder.svg,mobile-car-chargers,2.6
2062,Joyroom 5 Multi-Port Fast Car Charger (JR-CL05),2999,14,419.86,3418.86,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,mobile-car-chargers,2.8
2063,Anker PowerPort Atom PD 4 Port Type-C Charger (100W),25999,13,3379.87,29378.87,anker,https://static.priceoye.pk/images/product-placeholder.svg,mobile-car-chargers,2.9
2064,Joyroom 50W Dual-Port PD Car Charger (JR-CL13),2849,14,398.86,3247.86,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,mobile-car-chargers,4
2065,XO CC50 Fast Car Charger,1349,10,134.9,1483.9,xo,https://static.priceoye.pk/images/product-placeholder.svg,mobile-car-chargers,2.9
2066,Mi Wireless Car Charger (20W),10999,15,1649.85,12648.85,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,mobile-car-chargers,4.7
